Index,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP,Class
580,0,0,0,1,0,0,0,0,1,2,1
581,1,0,0,1,0,0,0,0,1,0,1
582,0,0,0,0,0,0,0,0,1,0,1
583,1,0,0,1,0,0,0,0,1,0,1
584,0,0,0,1,0,0,0,0,1,0,1
585,0,0,0,1,0,0,0,0,0,1,1
586,0,0,0,1,1,1,0,0,0,1,0
587,0,0,1,1,1,0,0,0,0,0,0
588,1,0,0,1,0,0,0,0,0,1,1
589,2,0,0,1,0,0,0,0,1,1,1
590,2,1,0,1,0,0,0,0,0,1,0
591,0,0,0,1,0,1,1,1,1,0,0
592,0,0,0,1,0,0,0,0,1,1,1
593,0,0,0,1,0,0,0,0,0,0,0
594,0,0,0,1,0,0,0,0,0,1,1
595,0,0,0,1,0,0,0,0,0,1,0
596,0,0,0,0,0,0,0,0,0,0,0
597,1,0,0,1,0,0,0,0,1,0,1
598,0,0,0,1,0,0,0,0,0,1,1
599,0,0,0,1,0,0,0,0,0,1,1
600,0,0,0,0,0,0,0,0,0,0,0
601,0,0,1,1,0,0,0,0,0,2,0
602,0,0,0,0,0,0,0,0,0,1,0
603,0,0,0,1,0,0,0,0,0,0,0
604,0,0,0,1,0,0,0,0,0,0,0
605,0,0,1,1,0,1,0,0,0,0,0
606,0,0,0,2,0,0,0,0,0,1,1
607,0,0,1,1,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,1,0
609,0,0,0,1,0,0,0,0,0,0,0
610,0,0,0,1,0,0,0,0,0,1,0
611,0,0,0,1,0,0,0,0,0,1,0
612,0,0,0,0,0,0,0,7,0,0,0
613,0,0,0,1,0,0,0,1,0,1,0
614,1,0,1,1,0,0,0,0,1,0,0
615,2,0,0,1,0,0,0,0,0,1,0
616,0,0,0,1,0,0,0,0,0,1,0
617,1,0,0,0,0,0,0,0,1,0,1
618,0,1,1,1,0,0,0,1,1,0,1
619,0,1,0,0,0,0,0,0,0,4,1
620,0,0,0,1,0,0,0,0,0,2,1
621,0,0,0,0,0,0,0,0,0,0,0
622,0,0,0,1,0,0,0,35,0,0,0
623,0,0,0,1,0,0,0,0,0,1,0
624,0,0,1,0,0,0,0,0,0,1,1
625,1,0,0,1,0,0,0,0,1,0,1
626,0,0,0,0,0,0,0,0,0,3,1
627,0,0,2,0,0,0,0,0,0,2,0
628,0,0,1,1,0,0,0,0,1,1,1
629,0,0,0,1,0,0,0,0,0,4,0
630,1,0,0,0,1,0,0,0,0,1,0
631,0,0,1,1,0,0,0,0,1,0,0
632,0,0,1,1,0,0,0,0,1,1,1
633,1,0,1,0,0,1,0,0,0,1,0
634,2,1,0,1,0,0,0,0,1,1,0
635,0,0,0,0,0,0,0,0,0,1,0
636,0,0,1,1,0,0,0,0,0,0,1
637,1,1,0,1,0,0,0,0,1,0,0
638,0,0,0,1,0,1,0,0,0,0,1
639,0,0,1,0,1,0,1,0,0,1,1
640,0,0,1,0,0,0,1,0,1,0,1
641,1,1,0,1,0,0,0,0,1,0,1
642,2,1,0,0,0,0,0,0,1,0,1
643,0,1,1,1,0,0,0,0,0,1,0
644,0,0,0,1,0,0,0,1,0,1,0
645,0,0,0,0,0,2,1,0,0,1,0
646,0,0,0,1,0,0,0,0,1,1,1
647,0,0,0,1,0,0,0,0,0,0,0
648,0,0,0,1,0,0,1,0,1,0,1
649,0,0,1,1,0,0,0,0,0,0,0
650,1,0,0,0,0,1,0,0,0,0,0
651,0,0,0,1,0,0,0,0,0,4,0
652,0,0,0,1,0,0,0,0,0,1,0
653,0,0,0,1,1,0,0,1,0,1,0
654,0,0,0,1,0,0,0,0,0,1,0
655,2,0,1,1,0,0,1,4,0,0,0
656,0,0,0,0,0,0,0,0,0,0,1
657,0,0,0,2,1,0,0,0,0,2,1
658,0,0,0,1,0,0,0,0,0,1,0
659,0,0,1,1,0,0,0,0,0,1,1
660,1,0,0,0,0,0,0,0,1,0,1
661,0,0,0,0,0,0,1,0,0,1,0
662,0,0,0,1,0,0,0,1,0,1,1
663,0,0,0,0,0,0,0,7,0,0,0
664,0,0,0,1,0,0,0,0,0,1,0
665,0,0,0,1,0,0,0,1,1,0,0
666,0,0,0,0,0,0,0,0,0,0,0
667,0,0,0,1,0,0,0,0,0,1,0
668,2,0,0,1,0,0,0,0,0,1,0
669,0,0,0,1,1,0,0,0,1,0,1
670,0,0,1,1,0,1,0,0,0,0,1
671,0,0,0,2,0,0,0,0,1,1,1
672,1,0,0,1,0,0,0,0,1,0,0
673,0,0,0,1,0,0,0,0,0,1,0
674,2,0,1,1,0,0,0,0,0,1,0
675,2,0,0,1,0,0,0,0,0,1,0
676,1,1,0,1,0,0,0,0,1,1,0
677,0,0,0,1,0,0,0,0,0,1,1
678,1,0,0,0,0,0,0,0,1,0,1
679,0,0,1,1,0,0,0,0,0,1,0
680,1,0,0,1,0,0,0,0,1,0,1
681,1,0,0,1,0,0,0,0,1,0,1
682,1,0,0,1,0,0,0,0,0,0,1
683,0,0,0,1,0,0,0,0,0,1,0
684,0,0,0,1,0,1,0,0,0,0,0
685,1,0,0,2,0,0,0,0,1,0,1
686,0,0,0,0,0,0,0,0,1,0,1
687,0,0,0,0,0,1,0,0,0,1,0
688,0,0,1,1,0,0,0,0,0,2,1
689,0,0,2,1,0,0,0,0,1,3,1
690,0,2,1,1,0,0,0,0,0,2,1
691,0,0,0,0,0,0,0,0,0,0,0
692,0,0,1,1,0,0,0,0,0,1,1
693,0,0,0,0,0,1,0,0,0,1,0
694,1,1,0,3,0,0,0,0,0,0,1
695,0,0,0,1,0,0,0,0,0,2,1
696,0,0,0,1,0,0,0,0,1,0,1
697,0,0,0,0,0,0,1,0,1,1,1
698,0,0,0,1,0,0,0,0,1,2,1
699,0,0,0,1,0,0,0,0,0,1,0
700,0,0,1,1,0,0,0,0,0,1,0
701,0,0,0,0,0,1,0,0,0,2,0
702,0,0,0,1,0,0,0,2,0,0,0
703,0,0,0,1,1,0,0,0,0,1,0
704,1,0,1,1,0,0,0,0,0,1,0
705,0,0,0,1,0,0,0,0,0,1,0
706,2,0,1,1,0,0,0,0,0,1,0
707,0,0,1,1,0,0,0,0,0,0,0
708,1,0,1,0,1,0,0,0,0,0,1
709,0,0,0,1,1,0,0,0,0,0,0
710,0,0,1,0,0,1,0,0,1,0,1
711,0,0,0,1,1,1,0,0,0,1,0
712,0,0,0,1,0,0,0,0,0,1,0
713,0,0,0,1,0,0,0,1,0,7,0
714,0,0,0,1,0,1,0,0,0,0,0
715,0,0,1,1,0,0,0,0,0,1,0
716,0,0,1,1,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,1,0
718,1,0,0,0,0,0,0,0,1,0,1
719,0,1,0,1,0,0,0,0,0,0,1
720,0,0,1,0,0,0,0,0,1,1,1
721,2,1,0,0,0,0,0,0,0,1,0
722,1,0,1,1,1,0,0,0,0,0,1
723,0,0,1,1,1,0,0,0,1,1,1
724,0,0,0,1,0,0,0,0,0,5,0
725,0,0,1,1,1,0,0,0,0,1,0
726,0,0,0,1,0,0,0,5,0,1,0
727,0,0,0,0,0,4,0,0,0,0,0
728,0,0,0,1,0,0,0,1,1,0,0
729,0,0,0,2,0,1,0,0,0,3,0
730,0,0,1,1,0,0,0,0,0,0,0
731,0,0,0,1,0,0,0,0,0,2,0
732,0,0,0,1,0,0,0,0,0,1,0
733,0,0,0,1,0,0,0,0,0,1,0
734,2,1,0,1,0,0,0,0,0,2,1
735,0,0,0,1,0,0,0,0,0,1,0
736,0,0,0,0,0,1,0,0,0,0,0
737,0,0,0,1,0,1,0,0,0,0,0
738,0,0,0,1,0,0,0,1,0,0,0
739,0,0,1,1,0,0,0,0,0,0,0
740,0,0,0,1,0,0,0,0,0,1,0
741,1,0,0,1,0,0,0,0,0,0,0
742,2,0,0,1,0,0,0,0,2,1,1
743,0,0,1,1,0,0,0,0,1,0,1
744,0,0,0,1,0,0,0,0,0,1,1
745,0,0,0,1,0,0,0,0,0,1,0
746,0,0,1,1,0,0,0,0,0,1,0
747,0,0,1,1,0,0,0,0,0,0,0
748,0,0,0,1,0,0,0,0,0,1,1
749,0,1,0,0,0,0,0,0,0,1,0
750,0,0,0,0,0,0,0,0,0,1,0
751,1,1,1,1,0,0,0,0,0,1,0
752,1,1,1,1,0,0,0,0,0,1,1
753,1,0,0,1,0,0,0,0,1,1,1
754,0,0,0,1,0,0,0,0,0,1,0
755,0,0,3,2,1,0,0,0,0,1,1
756,0,0,0,1,0,0,0,0,0,1,0
757,1,1,0,1,0,0,0,0,1,0,1
758,0,0,0,1,0,0,0,0,0,1,0
759,0,0,0,1,0,1,0,0,1,0,1
760,0,0,0,1,0,0,0,0,0,0,0
761,0,0,0,0,0,1,0,0,1,0,0
762,2,1,0,1,0,0,0,0,0,1,0
763,1,1,0,1,0,0,0,0,0,0,0
764,0,2,1,1,0,0,0,0,0,1,1
765,2,1,0,1,0,0,0,0,0,0,1
766,1,0,0,1,0,0,0,0,1,1,1
767,0,0,1,1,0,0,0,0,0,1,1
768,0,0,0,1,0,0,0,0,1,1,1
769,0,0,0,1,0,0,0,0,1,3,1
770,0,0,0,1,0,0,0,0,1,0,1
771,0,0,0,0,0,0,0,0,0,0,1
772,0,0,2,0,0,0,0,0,0,4,0
773,1,0,0,1,0,0,0,0,0,0,0
774,0,0,1,1,0,0,0,0,0,0,0
775,0,0,0,1,0,0,0,0,0,1,1
776,0,0,0,0,0,0,0,0,0,1,0
777,1,0,0,1,0,0,0,0,1,0,1
778,3,0,2,2,0,0,0,0,1,1,0
779,0,0,0,1,0,0,0,0,1,0,1
780,1,0,0,1,0,0,0,0,0,0,0
781,1,0,1,1,0,0,0,0,0,1,1
782,0,0,0,1,0,0,0,0,0,1,1
783,0,0,0,1,0,1,0,0,1,0,1
784,0,0,0,1,0,0,0,0,1,0,1
785,0,0,1,0,0,0,0,0,0,1,1
786,0,0,0,1,0,0,0,0,1,1,1
787,0,0,0,1,0,0,0,0,1,1,1
788,0,0,0,1,0,0,0,0,1,1,1
789,0,0,0,1,0,0,0,0,1,2,1
790,0,0,0,1,0,0,0,0,0,1,1
791,0,0,3,3,0,0,0,0,0,2,1
792,0,0,0,0,1,1,0,0,1,1,1
793,0,0,0,1,0,0,0,1,0,0,0
794,0,0,0,1,0,0,0,5,0,0,0
795,0,0,1,0,0,0,0,0,0,0,1
796,0,0,0,1,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,1,1,1
798,0,0,0,1,0,1,0,0,0,0,0
799,10,20,0,0,0,0,0,0,0,0,1
800,2,0,0,1,0,0,0,0,0,1,0
801,0,1,1,1,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,1,0
803,0,0,0,1,1,0,0,0,0,0,0
804,1,0,0,1,0,1,0,0,0,0,0
805,0,0,0,1,0,0,0,3,0,1,0
806,0,0,0,1,0,0,0,0,0,1,0
807,0,0,0,1,0,0,0,0,0,1,0
808,1,0,0,1,0,0,0,1,0,1,0
809,0,0,0,0,0,0,0,0,0,1,0
810,0,0,1,0,0,0,0,0,0,1,0
811,0,0,1,1,0,0,0,1,0,1,0
812,0,0,0,1,0,0,0,1,0,1,0
813,0,0,0,0,0,0,0,4,0,0,0
814,0,0,0,1,0,0,0,0,0,0,1
815,0,0,0,1,1,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,2,0
817,0,0,0,1,0,0,0,0,0,1,0
818,1,0,0,1,0,0,0,0,0,1,0
819,0,0,1,0,0,0,0,0,0,1,1
820,1,0,0,1,0,0,0,1,0,0,0
821,0,0,0,0,0,1,0,0,0,1,1
822,0,0,1,0,0,0,0,0,0,1,0
823,0,0,0,1,0,0,0,0,0,1,0
824,0,0,0,1,0,0,0,0,0,1,0
825,0,0,0,1,0,0,0,1,0,4,0
826,3,0,0,0,0,0,0,0,0,0,0
827,0,0,0,1,0,1,0,0,1,0,1
828,0,0,0,1,0,0,0,2,1,0,1
829,1,0,0,1,0,0,0,0,0,0,1
830,1,0,0,1,0,1,0,1,0,0,0
831,1,0,1,1,0,0,0,0,0,1,0
832,0,0,0,1,0,0,0,0,1,2,1
833,1,0,1,1,0,1,0,0,0,0,0
834,0,0,0,1,0,0,0,0,0,1,0
835,0,0,0,1,0,0,0,0,0,1,1
836,0,0,0,1,0,0,0,0,0,4,0
837,0,0,0,1,0,0,0,0,0,2,0
838,0,0,0,1,0,0,0,2,0,1,0
839,1,0,1,1,0,0,0,0,0,1,0
840,0,0,0,1,0,0,0,0,0,2,1
841,1,0,1,1,0,0,0,0,0,1,1
842,0,0,0,6,0,0,0,0,0,2,0
843,0,0,0,1,1,0,0,0,0,0,1
844,0,0,0,1,1,0,0,0,0,1,0
845,0,0,0,1,0,0,0,0,0,1,0
846,0,0,0,1,1,0,0,0,0,1,0
847,1,0,0,0,0,0,0,0,0,4,0
848,0,0,0,1,0,0,0,0,0,2,1
849,1,0,1,1,0,0,0,0,0,0,1
850,1,0,1,0,0,1,0,0,0,0,1
851,0,0,0,1,0,0,0,0,0,1,0
852,1,0,1,1,0,2,0,0,0,0,0
853,0,0,0,0,0,0,0,0,0,1,0
854,1,0,0,1,0,0,0,0,1,0,0
855,1,0,1,1,0,0,0,0,1,0,0
856,0,0,0,1,0,1,0,0,0,2,1
857,0,0,0,2,0,0,0,0,0,2,0
858,0,0,0,1,0,0,0,1,1,0,0
859,0,0,1,1,0,0,0,0,0,1,0
860,0,0,0,1,0,0,0,0,0,1,0
861,1,0,1,1,0,0,0,0,0,0,0
862,1,0,1,1,0,0,0,0,0,0,0
863,1,0,0,0,0,0,0,0,1,1,0
864,1,0,1,1,0,0,0,0,0,0,1
865,1,0,0,0,0,0,0,0,0,1,0
866,0,0,0,0,0,0,0,0,0,1,0
867,0,0,1,0,0,0,0,0,0,1,0
868,0,0,0,0,0,0,0,0,0,1,0
869,0,0,1,1,0,0,0,0,0,1,0
870,1,0,0,0,0,0,0,0,0,1,0
871,0,0,0,1,0,0,0,1,0,0,0
872,1,0,1,1,0,0,0,0,0,3,0
873,1,0,1,0,0,1,0,0,0,0,1
874,1,0,1,1,0,0,0,0,0,1,1
875,0,0,0,0,0,1,0,0,0,1,0
876,1,0,1,1,0,0,0,0,0,0,0
877,1,0,0,0,0,0,0,0,0,0,0
878,1,0,1,1,0,0,0,0,0,1,0
879,1,0,1,1,0,0,0,0,1,1,1
880,1,1,1,0,0,0,0,0,0,0,1
881,0,0,1,1,0,0,0,0,1,1,1
882,0,0,1,2,0,0,0,0,1,0,1
883,0,0,0,1,0,0,0,0,1,6,1
884,0,1,1,1,0,0,0,0,1,0,1
885,1,1,0,1,0,0,0,0,1,0,1
886,1,0,0,0,0,0,0,0,1,0,1
887,0,0,0,1,0,0,0,0,1,7,1
888,1,1,1,1,0,0,0,0,1,0,1
889,1,1,1,1,0,0,0,0,1,0,1
890,0,0,1,0,0,0,0,0,1,1,1
891,1,1,0,1,0,0,0,0,1,0,1
892,0,0,1,1,0,0,0,0,1,1,1
893,1,0,1,0,0,0,0,0,1,0,1
894,1,0,0,0,0,0,0,0,1,0,1
895,1,1,0,0,0,0,0,0,1,0,0
896,0,0,1,0,0,0,0,0,1,1,1
897,1,1,0,1,0,0,0,0,1,1,1
898,1,1,0,1,0,0,0,0,1,0,1
899,0,0,0,1,0,0,0,0,1,3,1
900,0,0,1,1,0,0,0,0,1,1,0
901,0,0,1,1,0,0,0,0,0,1,0
902,1,1,0,1,0,0,0,0,1,0,1
903,0,0,1,1,0,0,0,0,1,0,0
904,0,0,0,1,0,0,0,0,1,1,1
905,0,0,0,1,0,0,0,0,0,1,0
906,0,0,1,1,0,0,0,0,0,1,0
907,0,0,0,0,0,0,0,0,0,1,0
908,0,0,0,1,0,0,0,0,1,1,0
909,0,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,1,0
911,0,1,0,1,0,0,0,0,0,0,0
912,0,0,1,1,1,0,1,0,0,1,0
913,1,1,1,1,0,0,0,0,0,1,0
914,0,0,0,0,0,0,1,1,0,0,0
915,1,1,0,1,0,0,0,0,0,0,0
916,0,0,0,1,0,0,0,0,0,1,0
917,1,1,0,2,0,0,0,0,0,0,0
918,0,1,1,1,0,0,0,0,1,0,0
919,0,0,0,1,0,0,1,0,0,0,0
920,0,0,0,1,0,0,0,0,0,1,0
921,0,0,0,1,0,0,0,0,0,1,0
922,0,0,0,1,0,0,0,1,0,0,0
923,0,0,0,1,0,0,0,0,0,0,0
924,0,0,0,1,0,0,0,0,0,1,0
925,0,0,1,0,0,0,0,0,0,2,0
926,1,0,0,1,0,1,0,0,0,0,0
927,0,0,1,0,0,0,0,0,0,3,0
928,0,0,0,1,0,0,0,0,0,1,0
929,0,1,1,1,0,0,0,0,0,0,0
930,0,0,0,2,0,0,0,0,0,2,1
931,0,0,0,2,0,0,0,0,0,2,1
932,0,0,0,2,0,0,0,0,0,2,1
933,0,0,0,1,0,0,0,0,0,2,1
934,0,0,0,2,0,0,0,0,0,2,0
935,0,0,0,0,0,4,0,0,0,0,0
936,0,0,0,1,0,0,0,1,0,1,0
937,0,0,1,1,0,0,0,0,0,0,0
938,0,0,0,1,0,0,0,0,0,0,0
939,1,1,0,1,0,0,0,0,0,0,0
940,1,0,0,1,0,0,0,0,1,0,1
941,1,0,0,1,0,0,0,0,0,0,0
942,1,1,1,1,0,0,0,0,0,0,0
943,1,1,0,1,0,0,0,1,0,0,0
944,1,2,0,0,0,0,0,0,0,0,0
945,0,0,1,1,0,0,0,0,0,0,0
946,1,0,0,0,0,0,0,0,0,0,0
947,2,1,1,1,0,0,0,0,0,1,0
948,2,2,0,0,0,0,0,0,0,0,0
949,2,2,0,0,0,0,0,0,0,0,1
950,1,1,0,0,0,0,0,0,0,0,1
951,2,2,0,1,0,0,0,0,0,0,0
952,1,1,0,0,0,0,0,0,0,0,0
953,2,2,0,0,0,0,0,1,0,0,0
954,2,2,0,1,0,0,0,0,0,1,0
955,3,0,0,1,0,0,0,0,1,0,0
956,1,0,0,1,0,0,0,0,0,0,0
957,1,0,0,1,0,0,0,0,0,0,0
958,1,0,0,1,0,0,0,0,0,1,0
959,1,1,0,1,0,0,1,0,0,0,0
960,1,1,0,1,0,0,1,1,1,0,0
961,0,1,0,0,0,0,0,0,0,1,0
962,2,0,2,2,0,0,0,0,0,2,0
963,1,0,0,1,0,0,0,0,1,1,0
964,1,0,0,1,0,0,0,0,0,0,0
965,1,0,0,1,0,0,0,0,0,1,0
966,1,1,0,0,0,1,0,0,0,0,0
967,1,0,0,0,0,1,0,0,0,0,0
968,0,0,0,1,0,0,1,0,0,1,0
969,0,0,0,1,0,0,2,0,0,0,0
970,0,0,1,0,0,0,5,0,0,1,0
971,2,2,0,1,0,0,0,0,0,0,0
972,2,0,0,1,1,0,0,0,1,0,0
973,1,0,0,1,0,0,0,0,0,1,0
974,1,0,0,1,0,0,0,0,0,1,0
975,1,1,1,0,0,0,0,0,0,1,0
976,1,1,0,0,0,0,0,0,0,0,0
977,1,1,0,1,0,1,0,0,0,0,0
978,1,0,0,0,0,1,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0,1,1
980,1,0,0,1,0,0,0,0,0,1,0
981,0,0,0,0,0,0,0,0,0,1,0
982,0,0,0,1,0,0,0,0,0,1,0
983,0,0,1,0,0,0,3,0,0,0,0
984,0,0,0,0,0,0,2,2,0,0,0
985,1,0,0,1,0,0,2,0,0,0,0
986,1,0,0,1,0,0,1,2,0,0,0
987,1,0,0,1,0,0,0,0,0,1,0
988,0,0,0,0,0,0,2,0,0,1,0
989,0,0,0,1,0,0,0,0,1,1,0
990,1,0,0,0,0,0,0,0,0,0,0
991,1,0,0,0,0,0,0,0,0,0,0
992,1,0,0,1,0,0,0,0,1,0,0
993,1,1,0,0,0,0,0,0,0,0,0
994,0,0,0,1,0,2,0,1,0,1,0
995,0,0,0,0,0,0,0,0,0,1,0
996,0,1,1,0,0,0,0,0,0,1,1
997,2,0,0,0,0,1,0,2,0,0,1
998,2,1,2,2,0,0,0,0,1,0,0
999,2,0,1,1,1,1,0,0,1,0,1
1000,2,2,1,1,1,1,0,0,0,1,1
1001,0,0,1,1,1,0,0,0,0,1,1
1002,1,0,1,1,0,0,1,0,1,0,0
1003,1,0,0,1,0,0,0,0,0,0,0
1004,1,0,0,1,0,0,0,0,0,1,0
1005,1,0,0,1,0,0,0,0,0,1,0
1006,1,0,0,1,0,0,0,0,1,0,1
1007,1,0,0,1,0,0,0,0,1,0,1
1008,0,0,1,1,0,0,0,0,0,1,1
1009,1,0,0,1,0,0,0,1,1,0,1
1010,1,0,2,1,0,2,1,0,1,1,1
1011,1,1,1,1,1,0,0,0,0,0,0
1012,2,0,1,1,1,0,0,0,0,0,1
1013,1,1,1,1,0,0,0,0,1,0,1
1014,2,0,0,1,0,0,0,0,1,0,0
1015,2,1,0,1,1,0,0,0,0,0,0
1016,2,1,0,1,0,0,0,0,1,0,0
1017,2,0,0,1,1,0,0,0,1,1,1
1018,0,0,0,0,0,2,0,0,1,2,1
1019,0,1,1,1,0,0,0,0,1,0,1
1020,1,1,0,1,0,1,0,0,0,0,0
1021,1,0,0,1,0,0,0,0,0,0,0
1022,1,0,1,1,1,0,0,0,0,1,0
1023,1,0,1,1,0,0,1,0,1,0,1
1024,1,0,1,0,0,0,0,0,1,0,1
1025,1,1,0,1,0,0,0,0,0,0,1
1026,0,0,0,1,1,0,0,0,0,0,0
1027,0,0,1,1,0,0,0,0,0,1,0
1028,1,0,0,1,0,0,0,0,0,0,0
1029,0,0,0,1,0,0,0,0,0,1,1
1030,1,1,0,1,0,0,0,0,1,0,1
1031,1,1,0,0,0,0,0,0,1,0,0
1032,0,0,0,1,0,0,0,0,0,1,0
1033,1,1,0,1,0,1,0,0,0,0,1
1034,2,1,0,1,0,0,0,0,1,0,1
1035,1,0,0,1,1,0,0,0,0,0,1
1036,0,0,0,1,0,0,1,0,0,1,0
1037,0,1,0,1,0,0,0,0,0,0,0
1038,1,1,0,1,0,0,0,0,1,0,0
1039,0,1,0,1,0,0,0,0,1,0,0
1040,1,0,1,1,0,0,0,0,0,1,0
1041,0,0,1,1,0,0,0,0,1,0,0
1042,2,1,0,1,1,0,0,0,0,0,1
1043,0,0,0,1,1,0,0,0,0,0,0
1044,1,0,1,1,0,0,0,0,0,1,0
1045,0,0,1,1,0,0,1,0,0,2,0
1046,0,0,1,1,0,0,1,0,1,0,0
1047,0,0,0,0,0,0,0,0,1,1,0
1048,0,0,0,1,0,0,1,0,0,0,0
1049,0,0,1,1,0,0,1,0,1,0,0
1050,1,0,0,1,0,0,1,0,0,0,0
1051,0,0,0,2,0,0,2,0,0,0,0
1052,1,1,0,1,0,1,1,0,0,0,1
1053,1,1,0,1,0,1,0,0,0,0,0
1054,1,1,0,1,0,0,0,0,0,1,0
1055,1,1,0,1,0,0,1,0,0,0,0
1056,1,0,0,0,0,0,0,0,0,1,1
1057,0,0,1,1,0,0,0,0,0,0,0
1058,1,0,6,5,0,0,0,0,0,1,0
1059,0,0,0,1,0,0,0,0,0,1,0
1060,1,0,0,1,0,0,0,0,0,1,0
1061,1,1,0,1,0,0,0,0,0,0,0
1062,1,0,1,1,0,0,0,0,0,0,0
1063,0,0,0,1,0,0,1,0,1,0,0
1064,1,1,0,1,0,0,0,0,0,0,0
1065,0,0,0,1,0,0,0,0,0,1,0
1066,0,0,0,1,0,0,0,0,0,1,0
1067,1,1,0,1,0,0,0,0,0,1,1
1068,1,1,0,1,0,0,0,0,0,0,1
1069,1,1,0,1,0,0,0,0,0,0,0
1070,1,1,0,1,0,0,0,0,0,0,0
1071,1,1,0,1,0,0,0,0,0,0,0
1072,0,0,0,1,0,0,1,0,0,0,0
1073,0,0,0,1,0,0,0,0,1,0,0
1074,0,0,0,1,0,0,1,0,1,0,0
1075,1,0,0,1,0,0,1,0,0,0,0
1076,0,0,2,1,1,0,0,0,0,0,0
1077,1,0,1,4,0,0,0,1,1,0,0
1078,0,0,0,0,0,0,0,0,0,0,0
1079,1,0,1,1,0,1,1,0,0,0,1
1080,0,0,0,1,1,0,0,0,1,6,1
1081,0,0,0,1,0,0,1,1,1,0,0
1082,2,0,0,1,0,0,0,0,0,1,0
1083,0,0,1,0,1,0,0,0,0,1,0
1084,1,0,1,1,0,0,0,0,0,1,1
1085,1,1,0,1,0,0,0,0,0,1,0
1086,0,0,1,1,0,0,1,0,0,1,1
1087,1,0,0,1,1,0,0,0,0,6,0
1088,1,1,1,1,0,0,0,0,1,0,1
1089,0,0,0,0,0,0,0,0,0,6,1
1090,1,1,0,1,0,0,0,0,1,0,1
1091,0,0,0,1,0,0,1,0,0,1,1
1092,0,0,0,1,0,0,0,0,1,1,1
1093,1,0,1,1,0,0,0,0,0,1,0
1094,1,0,0,1,0,0,0,0,0,0,0
1095,1,0,0,1,0,0,0,0,0,0,0
1096,1,0,1,1,0,0,0,0,0,0,0
1097,1,0,0,1,0,0,0,0,0,0,1
1098,0,0,0,1,0,0,0,0,0,2,0
1099,0,0,0,1,0,1,1,0,1,0,0
1100,0,0,0,1,0,0,0,0,0,1,0
1101,4,0,0,1,0,0,3,0,0,0,0
1102,0,0,1,0,0,0,0,0,0,0,0
1103,0,0,1,0,0,0,0,0,0,1,0
1104,1,0,0,1,0,0,0,0,0,1,0
1105,1,1,1,1,0,0,0,0,0,1,0
1106,1,0,0,1,0,0,0,0,1,0,0
1107,1,1,0,1,0,0,0,0,0,0,0
1108,1,1,0,1,0,0,0,0,0,0,0
1109,1,1,0,1,0,0,0,0,1,0,0
1110,1,1,0,1,0,0,0,0,1,0,0
1111,1,1,0,1,0,0,0,0,1,0,1
1112,1,0,1,1,1,0,0,0,0,1,0
1113,1,1,4,1,0,0,0,0,0,0,0
1114,1,0,0,1,0,0,0,0,0,0,0
1115,1,1,0,1,1,1,1,0,0,0,1
1116,1,1,0,1,1,0,0,0,0,0,0
1117,1,1,0,1,0,0,0,0,0,0,0
1118,1,0,0,1,0,0,0,0,0,0,0
1119,0,0,0,1,0,0,1,0,0,0,0
1120,0,0,0,1,0,0,1,0,0,0,0
1121,0,0,0,1,0,0,1,0,0,0,0
1122,0,0,1,1,0,0,0,0,0,1,0
1123,1,0,1,1,0,0,0,0,0,0,0
1124,1,0,0,1,0,0,0,0,0,0,0
1125,1,0,1,1,0,0,1,0,0,0,0
1126,1,1,0,1,0,0,0,0,0,0,1
1127,1,0,1,1,0,0,0,0,1,0,1
1128,2,0,0,1,0,0,0,0,0,0,1
1129,2,2,0,1,0,0,0,0,0,0,0
1130,1,0,1,1,0,0,0,0,1,0,1
1131,1,0,0,1,0,0,0,0,1,6,0
1132,1,1,0,1,0,0,0,0,1,0,1
1133,0,0,1,0,0,0,0,0,1,1,1
1134,0,0,1,0,0,0,0,0,0,1,1
1135,1,1,0,1,0,0,0,0,0,1,0
1136,1,1,0,1,0,0,0,0,1,0,0
1137,1,0,1,1,1,0,0,0,0,0,0
1138,1,0,1,1,0,0,0,0,1,1,1
1139,0,0,2,1,0,0,0,0,1,1,1
1140,1,1,1,1,0,0,0,0,0,1,0
1141,1,0,1,1,1,0,0,0,0,1,0
1142,0,1,1,0,0,0,0,0,0,2,0
1143,1,0,1,1,0,0,0,1,1,0,0
1144,1,0,1,1,1,0,0,0,0,0,0
1145,1,0,0,1,0,0,0,0,1,0,0
1146,1,0,0,1,0,0,0,0,1,1,1
